Both Fits,Water + Fits,All 4,true_label
0.9020022,0.96199024,0.84122705,0.0
0.9043743,0.9632651,0.843075,1.0
0.9032672,0.96261466,0.8417245,0.0
0.90484667,0.9642472,0.84516394,1.0
0.9034611,0.9625921,0.84231216,0.0
0.90443265,0.96346235,0.84343183,1.0
0.9050484,0.9633811,0.8431743,1.0
0.90422237,0.963204,0.84297323,1.0
0.90472066,0.96334887,0.8431548,1.0
0.90243196,0.96215403,0.84083015,0.0
0.90217704,0.96200293,0.84100723,0.0
0.9021665,0.9619826,0.8411992,0.0
0.9029304,0.96256983,0.84162825,0.0
0.90429336,0.9631178,0.84299374,1.0
0.9018035,0.9616852,0.840553,0.0
0.901947,0.96179426,0.84061766,0.0
0.9047829,0.96359646,0.843421,1.0
0.9035454,0.96264696,0.8421353,0.0
0.90192336,0.9618168,0.8405963,0.0
0.9025008,0.9625186,0.8420111,0.0
0.90458333,0.9637335,0.8432681,1.0
0.9028168,0.96240675,0.84136695,0.0
0.9048498,0.9638196,0.8434199,1.0
0.9028436,0.9623736,0.8414402,0.0
0.9044081,0.9630839,0.84304845,1.0
0.904428,0.9633396,0.8432337,1.0
0.9043026,0.96321326,0.84308064,1.0
0.90466535,0.96347797,0.8432627,1.0
0.9018113,0.961624,0.8402648,0.0
0.90375245,0.9630639,0.84244317,0.0
0.90240717,0.9620886,0.8415221,0.0
0.90372384,0.96289766,0.84259665,0.0
0.9041875,0.96311396,0.8438875,1.0
0.9041661,0.96306837,0.84284866,0.0
0.90459156,0.9632886,0.8432811,1.0
0.9022069,0.9620026,0.8411846,0.0
0.9028231,0.96243685,0.8417722,0.0
0.9038413,0.9626052,0.84272355,1.0
0.9043137,0.9631321,0.84292907,1.0
0.90388316,0.9628874,0.842538,1.0
0.90309507,0.9629307,0.84245384,1.0
0.9043032,0.9630636,0.8428955,1.0
0.9036273,0.96272564,0.8425663,0.0
0.90275717,0.962368,0.84183896,0.0
0.9024698,0.9620865,0.8411452,0.0
0.9027026,0.9625136,0.8419606,0.0
0.90278375,0.96213806,0.84138644,0.0
0.9038752,0.9628622,0.84252864,0.0
0.9049202,0.96344936,0.8433431,1.0
0.9040449,0.9630998,0.8428618,1.0
0.90282977,0.96216935,0.8411714,0.0
0.9044641,0.963295,0.84353673,1.0
0.90268505,0.96225375,0.8413192,0.0
0.9027308,0.96229285,0.8416234,0.0
0.9038106,0.96282655,0.8426059,0.0
0.9016558,0.9617648,0.8405878,0.0
0.9044709,0.9632616,0.84283656,1.0
0.90315664,0.96265095,0.84258115,0.0
0.9031006,0.9624462,0.84216404,0.0
0.9024078,0.9621172,0.8410594,0.0
0.9036759,0.962814,0.84247607,0.0
0.901906,0.96181166,0.84099305,0.0
0.9023744,0.9619988,0.841077,0.0
0.9022857,0.96197546,0.84086835,0.0
0.90434855,0.9631958,0.84309465,1.0
0.90344495,0.9626678,0.8421351,0.0
0.90250427,0.96226484,0.84130156,0.0
0.90362626,0.9629052,0.8428399,1.0
0.902047,0.96177846,0.8407774,0.0
0.90239257,0.96205676,0.8408763,0.0
0.9044256,0.96318895,0.84315664,1.0
0.90257514,0.9621259,0.84124243,0.0
0.9021257,0.9622251,0.8415645,0.0
0.9038485,0.9627064,0.8420494,0.0
0.9020077,0.96188986,0.8406743,0.0
0.9045615,0.9635309,0.84331596,1.0
0.90498555,0.9638113,0.8445094,1.0
0.9045078,0.96346366,0.843645,1.0
0.9015144,0.961552,0.84065473,0.0
0.9041072,0.9629971,0.8427073,0.0
0.9036725,0.9627485,0.84206074,0.0
0.90193796,0.9617667,0.8409296,0.0
0.90460837,0.96327513,0.84304017,1.0
0.9053129,0.964416,0.8448623,1.0
0.90402526,0.9631697,0.8426628,1.0
0.904528,0.9635061,0.84314525,1.0
0.90471953,0.96334743,0.84329927,1.0
0.9045866,0.9636728,0.8431548,1.0
0.904863,0.9639084,0.8435217,1.0
0.9044213,0.96359885,0.8440177,1.0
0.90409213,0.96313274,0.84291524,1.0
0.90477246,0.96379435,0.84357625,1.0
0.9035411,0.962677,0.84204805,0.0
0.9044325,0.9633783,0.8430991,1.0
0.902098,0.9619009,0.84077567,0.0
0.9023682,0.96205217,0.8412539,0.0
0.9035214,0.96270245,0.8422429,0.0
0.90237504,0.96198845,0.84114516,0.0
0.9019858,0.9617243,0.8406514,0.0
0.904127,0.96294165,0.84286994,0.0
0.9029522,0.9622835,0.84098786,0.0
0.9036606,0.9628442,0.8425144,0.0
0.9046839,0.96348685,0.84312505,1.0
0.9034036,0.96261245,0.8421937,0.0
0.90257704,0.962177,0.8409544,0.0
0.9033372,0.96266973,0.8421065,0.0
0.9039322,0.96312225,0.8430599,0.0
0.90457726,0.9635619,0.84357834,1.0
0.9030873,0.96243036,0.841455,1.0
0.9028643,0.96225107,0.84116066,0.0
0.9048282,0.96318066,0.8430613,1.0
0.9042646,0.9629861,0.84278965,0.0
0.902209,0.9619117,0.8408886,0.0
0.9043358,0.9634752,0.84317887,1.0
0.90326107,0.9624249,0.8417853,0.0
0.90190315,0.9616895,0.8403312,0.0
0.902561,0.9620792,0.8415364,0.0
0.9047783,0.9635331,0.84350026,1.0
0.90408933,0.96294785,0.842737,0.0
0.9030964,0.9624249,0.8415766,0.0
0.9037547,0.96276444,0.84231484,0.0
0.9031769,0.9625309,0.8415588,0.0
0.9024008,0.9621178,0.84139186,0.0
0.90432185,0.9634552,0.84375846,1.0
0.9016296,0.9617645,0.84067714,0.0
0.9031084,0.96269625,0.84178305,0.0
0.9032148,0.9624666,0.8417252,0.0
0.9032909,0.96250963,0.84194326,0.0
0.9040759,0.9629055,0.8424242,0.0
0.9046296,0.96377534,0.844148,1.0
0.9032521,0.9628112,0.8423961,0.0
0.90254897,0.9621929,0.8412299,0.0
0.9045156,0.96318626,0.8432916,1.0
0.9041392,0.9630618,0.84291667,0.0
0.9028233,0.96231735,0.8414367,0.0
0.90175647,0.96154577,0.8403511,0.0
0.9035059,0.962721,0.84226483,0.0
0.9045113,0.9636127,0.8442551,1.0
0.9030717,0.96231973,0.8415991,0.0
0.9031679,0.96238625,0.8417692,0.0
0.9020578,0.96196234,0.840817,0.0
0.9029524,0.9622876,0.84148234,0.0
0.9053775,0.96426755,0.8448526,1.0
0.9042491,0.963436,0.84320164,1.0
0.9045719,0.96331596,0.8432007,1.0
0.90181386,0.9617136,0.8405321,0.0
0.9047162,0.96420586,0.84501296,1.0
0.90396607,0.9627894,0.8425211,0.0
0.90166175,0.9615817,0.84059274,0.0
0.9016957,0.9616333,0.84034526,0.0
0.9035597,0.9626206,0.84223145,0.0
0.9025879,0.96222746,0.84142417,0.0
0.90359926,0.9626292,0.8422929,0.0
0.90337944,0.9626606,0.84226465,0.0
0.9040321,0.9630214,0.8429346,1.0
0.90230644,0.9619978,0.8411883,0.0
0.904461,0.9633299,0.84308374,1.0
0.9028019,0.9622439,0.84127235,0.0
0.9024397,0.96205837,0.8412692,0.0
0.9023183,0.96196157,0.8406617,0.0
0.90313643,0.96249497,0.8420993,0.0
0.9020076,0.9617408,0.8408621,0.0
0.90414745,0.9633152,0.84294987,0.0
0.9034852,0.9626516,0.8421339,0.0
0.9038521,0.96282625,0.8428197,0.0
0.90238583,0.9620911,0.8414351,0.0
0.9027506,0.9622094,0.8415812,0.0
0.901509,0.96186763,0.84098804,0.0
0.9021967,0.96191454,0.8407518,0.0
0.9022266,0.9618707,0.84054995,0.0
0.9038785,0.96294105,0.8427081,0.0
0.9019554,0.9618104,0.8407939,0.0
0.9030153,0.9626743,0.84241927,0.0
0.90418893,0.9630941,0.84282255,1.0
0.9021708,0.9619607,0.8410673,0.0
0.90483445,0.9634899,0.84329575,1.0
0.9047602,0.9636246,0.8433558,1.0
0.90493834,0.96348727,0.84387857,1.0
0.9022396,0.96197397,0.8409556,0.0
0.9051336,0.9639982,0.8434181,1.0
0.90252036,0.962144,0.8414013,0.0
0.9030291,0.96263725,0.8418806,1.0
0.9046732,0.96345013,0.84345275,1.0
0.9021475,0.9618012,0.8405918,0.0
0.90231085,0.9619837,0.8410756,0.0
0.90422106,0.9635054,0.8431333,1.0
0.9029528,0.9623718,0.8412097,0.0
0.90324926,0.96240103,0.84143084,0.0
0.90171796,0.9616334,0.84056103,0.0
0.904039,0.9632616,0.84271175,1.0
0.902225,0.96198195,0.841139,0.0
0.9039443,0.9628137,0.8423518,1.0
0.90469587,0.9634408,0.8431651,1.0
0.9040998,0.9628708,0.8432166,1.0
0.9043652,0.9631237,0.8429074,0.0
0.90172386,0.96163285,0.84071046,0.0
0.9032771,0.9623946,0.8422328,0.0
0.9020545,0.96196145,0.8410117,0.0
0.9044363,0.9632161,0.8432196,1.0
0.90387356,0.962831,0.8424362,0.0
0.90432817,0.9630455,0.84303796,1.0
0.9045614,0.96318805,0.8432083,1.0
0.90326154,0.96253,0.84188235,1.0
0.90415525,0.9637677,0.8445498,1.0
0.90283376,0.9623194,0.8414383,0.0
0.9045084,0.9632603,0.84317094,1.0
0.9030427,0.9623502,0.84194624,0.0
0.90194005,0.9618169,0.84058607,0.0
0.90157634,0.9615353,0.84036463,0.0
0.9030668,0.9623556,0.8419857,0.0
0.9039747,0.96295273,0.8425786,0.0
0.9050463,0.9644551,0.845483,1.0
0.9022676,0.961961,0.84110296,0.0
0.9044592,0.96326923,0.8425578,1.0
0.9038555,0.9629008,0.842564,0.0
0.9025136,0.9622367,0.8419666,0.0
0.90516746,0.9634706,0.8439013,1.0
0.9021219,0.96203357,0.84119636,0.0
0.9024,0.96219695,0.84117424,0.0
0.901882,0.96172893,0.8408145,0.0
0.90334463,0.96265924,0.84171915,0.0
0.9035058,0.9626075,0.8420833,0.0
0.9045351,0.9635083,0.8431228,1.0
0.9024952,0.96208036,0.8409997,0.0
0.9046113,0.96370924,0.8436481,1.0
0.9022027,0.9620676,0.8411547,0.0
0.9034956,0.9628704,0.842165,0.0
0.9044787,0.9636873,0.84370506,1.0
0.9032642,0.9624637,0.84167975,0.0
0.9034746,0.9626158,0.8421567,0.0
0.9033799,0.96254885,0.84171295,0.0
0.9043015,0.9630337,0.8432776,0.0
0.90351117,0.9627802,0.84246826,0.0
0.9043126,0.9631604,0.84305936,1.0
0.9045494,0.96331704,0.843252,1.0
0.9036592,0.9627506,0.8424159,1.0
0.904352,0.9632718,0.843149,1.0
0.90457374,0.9633791,0.8433277,1.0
0.9046912,0.96327245,0.843304,1.0
0.90252304,0.96212614,0.8418499,0.0
0.9034249,0.96274215,0.84241235,0.0
0.9038417,0.96292686,0.84273356,0.0
0.9024709,0.9620765,0.8411771,0.0
0.9032284,0.962512,0.84162045,0.0
0.9033511,0.96253854,0.8413887,0.0
0.9032215,0.96251106,0.84179765,0.0
0.90414876,0.9630561,0.8428799,0.0
0.902003,0.9619212,0.8408359,0.0
0.9025294,0.96216404,0.841389,0.0
0.90334815,0.962715,0.84181815,0.0
0.9046834,0.9635846,0.84394705,1.0
0.9034389,0.9627592,0.84242696,0.0
0.90470946,0.96333027,0.843067,1.0
0.9029074,0.96245444,0.8417616,0.0
0.90409106,0.96295196,0.8426582,0.0
0.9039644,0.9630822,0.84261954,1.0
0.9021433,0.96200496,0.84087926,0.0
0.904459,0.9634013,0.8432102,1.0
0.9034492,0.9626757,0.842275,0.0
0.9021138,0.9617443,0.8405588,0.0
0.9035797,0.96278304,0.8422577,0.0
0.90446866,0.9633217,0.8432541,0.0
0.9024334,0.96211004,0.8412701,0.0
0.90289843,0.96241015,0.84149647,0.0
0.90200436,0.9617592,0.84138185,0.0
0.9044644,0.9635116,0.84361315,1.0
0.9043738,0.9635766,0.8438055,1.0
0.9034564,0.96254575,0.84207886,0.0
0.90452653,0.9635046,0.84332144,1.0
0.90176046,0.9617651,0.84063804,0.0
0.90352887,0.9627336,0.8420175,0.0
0.90164644,0.9616729,0.8402999,0.0
0.9026788,0.96213007,0.8416141,0.0
0.90383977,0.96299136,0.842587,0.0
0.9050288,0.963772,0.8442208,1.0
0.90221894,0.9618452,0.8405781,0.0
0.90195084,0.96186256,0.841162,0.0
0.904723,0.96325016,0.8432603,1.0
0.90471345,0.96359426,0.8436403,1.0
0.9036915,0.9631244,0.84303313,1.0
0.9039968,0.9628485,0.84235495,1.0
0.9034899,0.9626998,0.84223473,0.0
0.90477085,0.96359956,0.8435668,1.0
0.9025444,0.96205044,0.8411072,0.0
0.90239507,0.96185446,0.8409262,0.0
0.9026704,0.9622353,0.841431,0.0
0.904843,0.9636053,0.8432354,1.0
0.90434045,0.96304,0.84292334,1.0
0.9043142,0.9630743,0.84312993,1.0
0.90170705,0.96168625,0.84060943,0.0
0.9038623,0.96294415,0.8434421,1.0
0.90402925,0.9630235,0.8427108,0.0
0.90467536,0.9633064,0.8431209,1.0
0.9027961,0.9622661,0.8414157,0.0
0.90454495,0.96331227,0.84294873,1.0
0.9047167,0.9633334,0.8431734,1.0
0.90301955,0.9625689,0.8419405,0.0
0.90468246,0.9636296,0.84358823,1.0
0.90416783,0.96305835,0.8428353,0.0
0.9048623,0.96342564,0.8434242,1.0
0.90258104,0.96219933,0.84111917,0.0
0.902722,0.9623539,0.84152186,0.0
0.9023843,0.962282,0.8414606,0.0
0.9036783,0.96282685,0.8421879,0.0
0.90177214,0.96169597,0.84014016,0.0
0.90332204,0.96264,0.8419792,0.0
0.90160525,0.96156675,0.8404478,0.0
0.90365493,0.96278524,0.8423195,0.0
0.9039149,0.9630252,0.8426177,1.0
0.903556,0.9626746,0.84238136,0.0
0.9050909,0.96378356,0.8438258,1.0
0.9045633,0.9635698,0.8434889,1.0
0.904541,0.96394217,0.8439371,1.0
0.9044369,0.96393156,0.84443694,0.0
0.9014537,0.96164465,0.84053725,0.0
0.9048154,0.96362704,0.84335107,1.0
0.9034384,0.9626516,0.84248286,0.0
0.90450495,0.96343344,0.84370995,1.0
0.904533,0.9637311,0.84438455,1.0
0.90167314,0.9616601,0.84054506,0.0
0.9019631,0.96177256,0.84086573,0.0
0.9030113,0.9624518,0.8420358,0.0
0.9025157,0.962294,0.84083825,0.0
0.90463656,0.96361846,0.8434204,1.0
0.9041726,0.9630715,0.8432251,1.0
0.9038952,0.962896,0.8426285,0.0
0.9029282,0.96238196,0.8416897,0.0
0.9020764,0.96189296,0.8408033,0.0
0.90231085,0.96199924,0.84104586,0.0
0.9024215,0.9620501,0.84090173,0.0
0.90494806,0.96359015,0.8434374,1.0
0.9042531,0.9631405,0.8431126,1.0
0.9048834,0.96361923,0.84368515,1.0
0.9037193,0.9627361,0.8421799,0.0
0.90321815,0.9624611,0.84207106,0.0
0.90249425,0.9622033,0.8412123,0.0
0.9032265,0.9624836,0.84199655,0.0
0.90237254,0.9621215,0.8412973,0.0
0.9033947,0.9625648,0.8421899,0.0
0.90291184,0.96229947,0.84142876,0.0
0.9046009,0.9635013,0.84315795,1.0
0.9046423,0.96337926,0.8433936,1.0
0.90282804,0.9623214,0.8415459,0.0
0.90264475,0.9622083,0.8410141,0.0
0.90458524,0.9633465,0.8434931,1.0
0.90324867,0.96254504,0.84203863,0.0
0.9045137,0.96344614,0.8434118,1.0
0.9046712,0.96408975,0.8442928,1.0
0.9023422,0.9621461,0.84178007,0.0
0.90264815,0.9621793,0.841385,0.0
0.9021807,0.9618474,0.84095323,0.0
0.90285337,0.9622035,0.84095305,0.0
0.90407056,0.9630866,0.8427776,1.0
0.90345395,0.96273005,0.8420806,0.0
0.9046653,0.9633217,0.84330714,1.0
0.9046545,0.9633155,0.84317094,1.0
0.9024784,0.9623381,0.8410162,0.0
0.903392,0.962434,0.8415636,0.0
0.9029091,0.96247613,0.84133446,0.0
0.9038243,0.9631087,0.8432048,1.0
0.90437573,0.96325433,0.8432085,1.0
0.903492,0.9629534,0.84274733,1.0
0.90473473,0.96357834,0.84339607,1.0
0.90194464,0.961816,0.84063375,0.0
0.904617,0.9632266,0.84307164,1.0
0.90140086,0.96163493,0.8405112,0.0
0.9039019,0.96276045,0.84238213,1.0
0.903021,0.96249425,0.84185684,0.0
0.9021735,0.96192205,0.84117156,0.0
0.9023954,0.9621557,0.8415324,0.0
0.9020578,0.9619659,0.8407564,0.0
0.9030975,0.96241206,0.8416861,0.0
0.9026122,0.96210086,0.8414284,0.0
0.9034866,0.96292114,0.8426471,0.0
0.90425795,0.9632045,0.84312046,0.0
0.9028958,0.9621663,0.84154415,0.0
0.9031485,0.96237487,0.8419412,0.0
0.90481836,0.964028,0.84477806,1.0
0.90259105,0.9622172,0.8414532,0.0
0.90459174,0.9634587,0.84341604,1.0
0.90467584,0.9634867,0.84364617,1.0
0.9034108,0.96252584,0.84191227,0.0
0.9029083,0.9624535,0.8415922,0.0
0.90174073,0.9617133,0.84058106,0.0
0.9043962,0.9632257,0.84295523,1.0
0.90192384,0.96186316,0.84045744,0.0
0.90477943,0.9636458,0.8434113,1.0
0.9035652,0.9629505,0.84288824,1.0
0.9039909,0.96293366,0.8426262,1.0
0.9035403,0.9627496,0.84249675,0.0
0.9042166,0.9633335,0.8427706,1.0
0.9043816,0.96327686,0.8433391,1.0
0.9034646,0.9627018,0.8422329,0.0
0.90492475,0.96376544,0.8432444,1.0
0.90297925,0.9623539,0.8415661,0.0
0.9024495,0.9620959,0.84136647,0.0
0.9033701,0.9626683,0.8422187,0.0
0.90246695,0.9623157,0.84141886,0.0
0.9022435,0.96204853,0.8409643,0.0
0.9035524,0.9626767,0.8421836,0.0
0.9041282,0.9629364,0.8425112,0.0
0.9029956,0.9623192,0.84171563,0.0
0.9027238,0.9621922,0.8413598,0.0
0.9038253,0.96286666,0.8425644,0.0
0.9036771,0.96284467,0.84247655,0.0
0.90448797,0.9634019,0.8434413,1.0
0.9041194,0.96293956,0.84263134,0.0
0.90458715,0.9634411,0.8434412,1.0
0.9030507,0.96252996,0.8419302,0.0
0.901528,0.9616545,0.84052575,0.0
0.90278757,0.9622199,0.8418291,0.0
0.9026292,0.96227586,0.84124535,0.0
0.90207356,0.96183777,0.84085065,0.0
0.9030732,0.96250266,0.8419911,0.0
0.9047124,0.9632923,0.843725,1.0
0.9019144,0.9617462,0.8406404,0.0
0.9044528,0.9632436,0.8433202,1.0
0.90464485,0.9636551,0.8436473,1.0
0.9019407,0.9616543,0.84040767,0.0
0.9020712,0.96190244,0.8405013,0.0
0.9027308,0.96216935,0.8409279,0.0
0.90394986,0.9628954,0.84302557,1.0
0.9017476,0.9616804,0.8405895,0.0
0.9023596,0.9619743,0.8412634,0.0
0.9021017,0.96201515,0.8406545,0.0
0.9030687,0.9625004,0.84163606,0.0
0.90267545,0.9623462,0.8414796,0.0
0.90367043,0.962638,0.8421882,0.0
0.9028636,0.96253633,0.84215754,0.0
0.9021343,0.9619932,0.8413706,0.0
0.9047998,0.9638054,0.8443654,1.0
0.90429103,0.9632789,0.842724,1.0
0.90350133,0.9627015,0.8424948,0.0
0.90400296,0.9630014,0.8426426,0.0
0.9045757,0.96342164,0.8432878,1.0
0.9028953,0.96261346,0.8420998,1.0
0.90476865,0.9633125,0.84333766,1.0
0.9032013,0.9626297,0.8421639,0.0
0.9048939,0.9635313,0.8434442,1.0
0.9043579,0.963463,0.8439606,1.0
0.90458906,0.9633802,0.84321433,1.0
0.90337867,0.9625818,0.8421162,0.0
0.9024256,0.9620136,0.84098756,0.0
0.9038948,0.96291673,0.8422319,0.0
0.9050304,0.9635291,0.84317505,1.0
0.9030255,0.9625211,0.8414181,0.0
0.90346116,0.9625535,0.84181654,0.0
0.903849,0.9629795,0.84291923,0.0
0.9020554,0.96191597,0.8407922,0.0
0.9048028,0.9635838,0.843593,1.0
0.9048311,0.9636464,0.8440232,1.0
0.90437937,0.9633662,0.84290236,1.0
0.90236634,0.9619848,0.8410946,0.0
0.903257,0.9626681,0.8417611,0.0
0.90207815,0.96201086,0.8408734,0.0
0.9024323,0.962169,0.8412631,0.0
0.9037924,0.9627331,0.8425875,0.0
0.9016679,0.96171504,0.8405615,0.0
0.903911,0.9630238,0.8428221,0.0
0.9043876,0.9632527,0.8428687,1.0
0.90323675,0.96248055,0.84169614,0.0
0.90254194,0.9622399,0.8413847,0.0
0.9024583,0.9621539,0.84142363,0.0
0.9045973,0.96335256,0.8431673,1.0
0.90309143,0.9623352,0.8414507,0.0
0.9021158,0.96190584,0.84125555,0.0
0.9022764,0.96185195,0.84088784,0.0
0.90364015,0.9626875,0.84216416,0.0
0.9030482,0.9623922,0.84162587,0.0
0.90426195,0.96316326,0.8429519,0.0
0.90381956,0.96286315,0.8423292,0.0
0.90331346,0.96271056,0.8418948,0.0
0.90469235,0.9638723,0.84346944,1.0
0.90450335,0.96328515,0.8430708,1.0
0.90399826,0.96293813,0.84259856,0.0
0.90251255,0.9621045,0.84113276,0.0
0.9047991,0.9635844,0.8434447,1.0
0.90462255,0.96340257,0.84289753,1.0
0.9048001,0.9638972,0.84397316,1.0
0.90180236,0.9616294,0.8405708,0.0
0.9023722,0.9620514,0.84118587,0.0
0.90342075,0.9626726,0.84221345,0.0
0.902579,0.96193254,0.8408902,0.0
0.90371877,0.96290004,0.84260815,0.0
0.9049962,0.9643036,0.8447792,1.0
0.9027915,0.9623724,0.8417161,0.0
0.90224427,0.96202374,0.8410387,0.0
